3.614325,1.777823,1.658452,0.150276,-0.606099,1.097139,-1.431309,-0.261345,0.07841,0.903757
3.877326,0.370456,-0.375171,-0.189359,-2.608002,-0.88056,-0.008304,-0.502227,-0.047503,0.175596
-2.411981,-1.788724,-1.11802,1.280712,-0.404744,-0.234318,0.134516,-0.491745,0.557413,0.013935
1.052685,1.819091,-2.216045,-1.909732,-0.458702,-0.149372,0.050541,0.141803,-0.824232,-0.921165
0.759479,0.451211,-2.912272,1.080994,0.266728,0.338197,0.425117,0.936583,-0.285232,-0.791603
-2.072287,-0.972401,-2.043893,0.48545,-1.134468,-0.256559,-0.786396,0.618198,0.950677,0.920846
1.229204,-1.777671,-1.117932,-0.143653,0.977,1.626741,-0.639058,-0.887062,1.67127,-0.668068
-2.048094,1.17885,1.571506,1.344095,1.199628,-0.758875,-0.40922,0.25141,0.079915,0.481577
-0.048129,-1.386998,-1.242374,-0.319331,-0.3872,1.148385,-2.164532,-1.261209,-1.384869,0.700675
0.258943,1.456056,-2.481888,1.352528,-0.216568,0.685221,-0.035305,0.611896,-0.858018,-0.581507
-2.544414,0.364751,1.444385,-1.020567,0.776146,-0.458868,-0.438678,-0.402552,0.347534,-0.14055
0.568395,1.143624,-3.128126,-1.117689,-0.155009,-0.668173,0.420941,0.314772,-0.811518,-0.377555
-1.297026,2.499139,0.773593,-1.891409,-0.15828,0.702231,0.579538,1.133816,-0.844846,-0.094226
0.641387,-2.417849,-0.612277,-0.746153,1.266671,0.687762,-0.631909,0.061964,0.267922,-0.408945
-2.620533,-1.692119,1.721513,1.162723,0.581751,0.221327,-0.801027,-0.330817,-0.742793,0.839769
-2.394009,-0.976733,-0.664168,1.313309,0.237507,-1.024253,0.186181,0.185488,0.548544,-0.111288
-0.761611,3.020003,-0.14957,0.055476,-0.368558,0.591775,-0.970589,0.057724,0.950028,-0.988506
-0.173862,1.186705,-3.279218,-0.829201,-0.753365,0.039161,0.350652,-0.05362,-0.142302,-0.27581
-1.245222,0.088717,-2.731879,0.504598,0.013943,1.47412,-0.319429,0.271091,-0.789563,0.805772
-0.821354,2.301478,0.055911,0.48419,-0.30646,2.073784,2.258596,0.946802,0.956052,2.098577
-0.28065,2.007547,-2.388725,1.277313,-0.437164,0.747021,-0.206663,0.06904,-0.874066,-0.374956
-1.484237,2.489358,0.759409,-0.668119,-0.137038,0.274568,-0.300975,0.198669,0.019875,-0.236409
-0.465938,3.134044,-0.302214,0.609894,-0.625775,0.33504,-1.194848,-0.05267,1.574893,-1.363302
-1.858727,-0.772759,-2.262657,0.927372,-0.935647,0.133053,-0.451741,0.194572,0.997627,0.310034
0.646731,-2.88475,0.472734,-0.296834,1.617661,0.487691,-1.343913,0.338856,-0.354639,0.064927
-0.363536,2.045412,-2.596041,0.472025,-0.454468,1.005523,-0.151876,-0.266505,-1.156722,0.488454
1.065981,-1.669631,-0.833963,-1.819652,1.161327,-0.236159,-0.560687,0.626338,0.242247,0.088611
3.762161,1.823682,2.141742,-0.293167,-0.442526,0.714124,-1.33019,0.594981,-0.338257,1.055391
-0.407976,2.580254,0.040953,-1.153519,-0.873435,0.336627,0.722542,0.924914,0.250881,-1.320734
3.260047,2.108095,2.646561,0.322131,-0.262235,0.012343,-1.040425,0.312449,-0.310533,0.451469
-1.41017,1.212813,1.028025,-0.188359,1.154981,-1.240378,0.54338,0.187771,0.687481,-0.254477
2.516767,0.894631,0.342767,1.046157,-2.380683,-1.684009,-0.110544,-1.369187,0.053289,-0.255195
