5.026429999999999509e-01,-6.718619999999999592e-01,-1.800742999999999983e+00,-1.443659999999999943e+00,7.145209999999999617e-01,1.273279999999999967e-01,-5.682679999999999954e-01,9.377130000000000187e-01,3.203799999999999704e-02,8.418759999999999577e-01,4.000000000000000000e+00
1.430922999999999945e+00,-8.046440000000000259e-01,-1.867575999999999903e+00,-1.583569999999999922e+00,-1.375270000000000103e-01,5.503620000000000179e-01,-6.440759999999999819e-01,6.479270000000000307e-01,4.787600000000000189e-01,-2.720739999999999825e-01,4.000000000000000000e+00
-1.424774999999999903e+00,-2.281090000000000062e-01,-4.070889999999999787e-01,-1.041954999999999965e+00,-3.667009999999999881e+00,-6.746299999999999519e-01,-1.305606000000000044e+00,-1.585090000000000110e-01,9.785679999999999934e-01,7.142519999999999980e-01,9.000000000000000000e+00
-8.365930000000000311e-01,1.724374000000000073e+00,1.083890000000000020e+00,-3.627630000000000021e-01,8.991249999999999520e-01,-1.035379000000000049e+00,4.916500000000000037e-02,2.232599999999999862e-02,7.034859999999999447e-01,-1.332700000000000030e-02,7.000000000000000000e+00
-2.004592999999999847e+00,-1.279096999999999928e+00,-3.974800000000000000e-01,4.699169999999999736e-01,3.285020000000000162e-01,-1.257066999999999934e+00,6.588910000000000045e-01,3.089910000000000156e-01,-2.538079999999999781e-01,-6.947200000000000597e-02,3.000000000000000000e+00
-2.173179000000000194e+00,-1.427524999999999933e+00,1.068964000000000025e+00,3.408180000000000098e-01,1.298774000000000095e+00,-7.505119999999999569e-01,-9.414709999999999468e-01,-3.527850000000000152e-01,-2.253920000000000090e-01,5.509279999999999733e-01,7.000000000000000000e+00
-2.266504999999999992e+00,-7.443239999999999856e-01,-8.345219999999999860e-01,1.286953000000000014e+00,3.842269999999999852e-01,-1.672201999999999966e+00,-2.416339999999999877e-01,3.686579999999999857e-01,4.380709999999999882e-01,-5.735900000000000026e-02,3.000000000000000000e+00
1.680975000000000108e+00,2.972420000000000062e+00,4.778020000000000045e-01,-6.558349999999999458e-01,8.170760000000000245e-01,8.258440000000000225e-01,7.515399999999999858e-02,-1.194449000000000094e+00,-7.999849999999999461e-01,6.285709999999999908e-01,8.000000000000000000e+00
-1.534594999999999931e+00,2.308883999999999936e+00,8.219659999999999744e-01,-1.108902999999999972e+00,-4.042600000000000082e-01,3.977559999999999985e-01,-4.537880000000000247e-01,4.472269999999999857e-01,-7.948800000000000310e-02,-3.465779999999999972e-01,2.000000000000000000e+00
-2.616540999999999784e+00,1.157065999999999928e+00,2.010542000000000051e+00,-2.253199999999999995e-02,7.362919999999999465e-01,1.203399999999999956e-02,-7.746699999999999697e-01,2.335129999999999983e-01,2.986650000000000138e-01,-2.860840000000000050e-01,2.000000000000000000e+00
1.490323999999999982e+00,1.225769000000000108e+00,3.215819999999999790e-01,-7.058299999999999574e-01,1.186914999999999942e+00,4.986249999999999849e-01,2.013593000000000188e+00,-2.738666999999999963e+00,4.429600000000000204e-02,-3.119999999999999857e-02,8.000000000000000000e+00
1.955356000000000094e+00,-7.962420000000000053e-01,-1.340670000000000028e+00,-1.652430999999999983e+00,7.551660000000000039e-01,-8.323700000000000543e-02,7.120400000000000340e-02,1.133901000000000048e+00,7.104740000000000499e-01,-8.453150000000000386e-01,4.000000000000000000e+00
3.523140000000000160e+00,6.470430000000000348e-01,1.475572000000000106e+00,-6.395889999999999631e-01,-3.823719999999999897e-01,-1.730544000000000082e+00,7.219000000000000417e-02,-1.713929000000000036e+00,-4.120090000000000141e-01,-4.023370000000000002e-01,8.000000000000000000e+00
-2.158833000000000002e+00,-5.521089999999999609e-01,-1.122781999999999947e+00,8.826589999999999714e-01,-5.902600000000000069e-01,-1.253117999999999954e+00,-4.536080000000000112e-01,4.659949999999999926e-01,2.415789999999999882e-01,-2.170700000000000060e-02,3.000000000000000000e+00
3.857329999999999925e-01,1.930396000000000001e+00,-2.842524000000000051e+00,4.390859999999999763e-01,-1.877310000000000090e-01,7.064390000000000391e-01,9.508999999999999397e-02,2.312800000000000133e-01,-1.307727000000000084e+00,-1.372379999999999989e-01,6.000000000000000000e+00
-2.275310999999999861e+00,-6.622900000000000453e-01,-6.432980000000000365e-01,1.334853999999999985e+00,5.459739999999999593e-01,-1.161140999999999979e+00,4.456669999999999798e-01,3.881569999999999743e-01,3.243960000000000177e-01,-4.246570000000000067e-01,3.000000000000000000e+00
-5.380810000000000315e-01,-2.196687999999999974e+00,6.612329999999999597e-01,2.079290000000000027e-01,2.105164999999999953e+00,4.087699999999999667e-02,-7.971439999999999637e-01,4.074459999999999749e-01,-2.757229999999999959e-01,1.277919999999999889e-01,4.000000000000000000e+00
-2.455439999999999845e+00,-1.007619000000000042e+00,6.096329999999999805e-01,7.277109999999999967e-01,4.857929999999999748e-01,-1.700163000000000091e+00,6.265119999999999578e-01,1.149270000000000014e-01,-8.748960000000000070e-01,2.242939999999999934e-01,3.000000000000000000e+00
-2.062991999999999937e+00,2.142278000000000127e+00,9.960579999999999989e-01,-2.941230000000000233e-01,7.368099999999999650e-02,1.631799999999999917e-01,1.992069999999999952e-01,1.365109999999999935e-01,5.703099999999999836e-01,-1.050291000000000086e+00,2.000000000000000000e+00
-1.167807000000000039e+00,2.851154000000000188e+00,1.233780000000000016e-01,1.140700000000000047e+00,-1.118341000000000030e+00,1.792829000000000006e+00,1.632006999999999985e+00,-5.140280000000000404e-01,1.033711000000000046e+00,1.076581999999999928e+00,8.000000000000000000e+00
-2.119143000000000221e+00,6.469009999999999483e-01,1.600983999999999963e+00,-1.895655000000000090e+00,-1.003140000000000004e-01,3.376620000000000177e-01,4.839849999999999985e-01,1.668139999999999901e-01,-7.309250000000000469e-01,5.994100000000000122e-02,2.000000000000000000e+00
-1.811841000000000035e+00,-7.806830000000000158e-01,-1.084349999999999925e+00,2.748079999999999967e-01,3.534220000000000139e-01,-1.251630999999999938e+00,3.095999999999999794e-03,4.460379999999999900e-01,-3.087079999999999824e-01,6.090299999999999880e-02,3.000000000000000000e+00
-1.130997000000000030e+00,2.613229000000000024e+00,2.828109999999999791e-01,-1.427643999999999913e+00,-3.281120000000000148e-01,1.054579999999999962e-01,3.101740000000000053e-01,7.366749999999999687e-01,-3.953940000000000232e-01,-7.827180000000000248e-01,2.000000000000000000e+00
-3.073859999999999926e-01,2.245242000000000182e+00,1.743794999999999984e+00,-1.748879999999999879e-01,5.422869999999999635e-01,-4.406539999999999901e-01,-2.157870000000000066e-01,6.875299999999999467e-02,5.682469999999999466e-01,7.919999999999999957e-03,7.000000000000000000e+00
3.549841999999999942e+00,1.769762999999999975e+00,2.049647000000000219e+00,-5.004499999999999921e-02,2.865090000000000137e-01,-2.987000000000000072e-03,-7.305279999999999552e-01,-4.040360000000000062e-01,-4.138809999999999989e-01,4.133499999999999952e-01,5.000000000000000000e+00
-8.737110000000000154e-01,1.507554000000000061e+00,1.455705999999999944e+00,-8.808829999999999716e-01,7.837460000000000537e-01,-8.489879999999999649e-01,1.158574999999999910e+00,-2.272280000000000133e-01,2.182840000000000058e-01,1.486909999999999898e-01,7.000000000000000000e+00
1.204855999999999927e+00,2.092743000000000020e+00,7.987710000000000088e-01,2.980899999999999869e-02,1.660473000000000088e+00,8.330319999999999947e-01,1.041123999999999938e+00,-1.687656999999999963e+00,9.913299999999999890e-02,1.957480000000000053e-01,8.000000000000000000e+00
2.163100000000000092e-02,-4.469162999999999997e+00,3.435683000000000042e+00,-1.185206999999999899e+00,-3.086681000000000008e+00,1.407170999999999950e+00,2.367926000000000197e+00,9.873159999999999714e-01,-2.438410000000000022e-01,-1.129477000000000064e+00,1.000000000000000000e+00
-9.018000000000000460e-01,2.361120000000000108e+00,-7.258069999999999800e-01,7.797260000000000302e-01,-1.436759999999999982e-01,1.851172000000000040e+00,1.636926000000000103e+00,-7.971399999999999597e-01,1.496642999999999946e+00,4.092259999999999787e-01,8.000000000000000000e+00
3.682090000000000085e+00,-9.611899999999999888e-01,4.643510000000000137e-01,9.394379999999999953e-01,-3.571692999999999785e+00,-1.093096999999999985e+00,2.108119999999999994e-01,1.204517000000000060e+00,4.735849999999999782e-01,-2.350470000000000059e-01,8.000000000000000000e+00
3.585077000000000069e+00,1.717788000000000093e+00,1.836038000000000059e+00,-1.017529999999999962e-01,-1.185200000000000031e+00,9.615200000000000413e-01,-8.800139999999999629e-01,2.339799999999999935e-01,5.315700000000000286e-02,6.188979999999999482e-01,5.000000000000000000e+00
-4.389359999999999928e-01,2.149684000000000150e+00,-2.379300000000000165e-02,-2.309956999999999816e+00,-2.392299999999999982e-02,-5.337520000000000042e-01,-7.512599999999999834e-02,-2.257639999999999925e-01,-6.528049999999999686e-01,-6.285600000000000076e-01,2.000000000000000000e+00
-2.275147000000000030e+00,-9.094240000000000101e-01,-7.173880000000000257e-01,8.899660000000000348e-01,-3.724299999999999833e-02,-1.592424999999999979e+00,-1.228199999999999951e-02,2.601069999999999771e-01,2.874920000000000253e-01,-2.439880000000000104e-01,3.000000000000000000e+00
