3.324340000000000073e-01,2.407658000000000076e+00,4.553099999999999925e-01,9.436949999999999505e-01,4.170010000000000105e-01,1.586989999999999901e+00,1.379226000000000063e+00,-1.406466999999999912e+00,8.681029999999999580e-01,3.123389999999999778e-01
-5.296340000000000492e-01,2.751840000000000064e+00,1.123677000000000037e+00,1.440757000000000065e+00,3.377760000000000207e-01,3.295700000000000018e-02,-8.276050000000000351e-01,1.293370000000000075e-01,1.555900000000000061e+00,1.802900000000000058e-01
-4.595380000000000020e-01,2.510400999999999883e+00,-3.760769999999999946e-01,-2.120610999999999802e+00,3.289400000000000102e-01,-3.033200000000000132e-02,-1.470879999999999965e-01,1.069590000000000041e+00,-7.022589999999999666e-01,-4.262090000000000045e-01
1.366120000000000112e-01,-3.033507999999999871e+00,-1.600381000000000054e+00,-1.170779000000000014e+00,-1.626082000000000027e+00,2.314020999999999884e+00,-4.441169999999999840e-01,-5.814049999999999496e-01,2.268139999999999878e-01,7.602499999999999536e-02
1.269095000000000084e+00,-1.703311000000000019e+00,-1.188641000000000059e+00,-1.260923999999999934e+00,1.112295999999999951e+00,4.324700000000000211e-01,-2.759440000000000226e-01,1.509500000000000078e-02,8.932309999999999972e-01,-5.277709999999999901e-01
-1.369423999999999975e+00,-2.401567000000000007e+00,-1.244361000000000050e+00,5.320780000000000509e-01,1.030969000000000024e+00,3.853699999999999903e-01,-4.521640000000000104e-01,-1.772899999999999920e+00,-1.603120000000000100e-01,-5.816219999999999724e-01
1.439529000000000059e+00,-4.237670000000000048e-01,-2.417482000000000131e+00,-1.419804999999999984e+00,-3.723699999999999788e-01,8.257039999999999935e-01,-4.256809999999999761e-01,3.258860000000000090e-01,6.354229999999999601e-01,-4.632410000000000139e-01
-9.113769999999999927e-01,-1.970890999999999948e+00,-1.877324999999999910e+00,-6.625290000000000346e-01,6.840150000000000396e-01,8.013169999999999460e-01,7.550000000000000287e-04,-6.995609999999999884e-01,-6.004420000000000313e-01,2.554950000000000276e-01
6.546699999999999742e-01,-2.708880999999999872e+00,6.621550000000000491e-01,-1.904371999999999954e+00,1.459332000000000074e+00,-2.502969999999999917e-01,-1.038539000000000101e+00,-9.198800000000000310e-01,6.355659999999999643e-01,-5.932060000000000111e-01
-1.476223000000000063e+00,-3.148476000000000052e+00,2.131171000000000149e+00,-1.333274999999999988e+00,-1.028783999999999921e+00,-1.432980000000000087e-01,6.929779999999999829e-01,-5.537429999999999852e-01,4.161009999999999986e-01,-4.012689999999999868e-01
3.771627000000000063e+00,-7.955160000000000009e-01,-3.618540000000000090e-01,8.112219999999999986e-01,-3.517243999999999815e+00,-3.493789999999999951e-01,1.522169999999999912e-01,4.624030000000000085e-01,1.109730000000000105e+00,-6.208820000000000450e-01
